ID,Name,Type,Level,Rarity,Auto Tier,Base Power,Balanced Attack,Balanced Defense,Auto Value,Auto Weight,Durability,Max Durability,Damage Type,Armor Type,Special Effect,Description,Power Score
946,Elven Kite Shield,Armor,46,Uncommon,Tier 5,4,0,37,6900,12.9,314,368,,Heavy,Reflect 10%,Found in ancient ruins,42.6
947,Spectral Staff of Eternity,Weapon,23,Epic,Tier 3,2.2,35,0,4600,7.6,287,373,Piercing,,Attack Speed +15%,Decorated with jewels,56
948,Thunder Halberd,Weapon,8,Rare,Tier 1,1,14,0,180,2.9,147,246,Bludgeoning,,,Surprisingly sturdy,18.9
949,Orcish Kite Shield of the Titan,Armor,8,Common,Tier 1,1,0,8,40,2.6,90,113,,Light,Dodge +5%,Recently reforged,8
950,Ancient Shoulders,Armor,9,Uncommon,Tier 1,1,0,9,90,3,114,145,,Heavy,,Perfectly balanced,10.4
951,Dragon Shortbow of the Slayer,Weapon,24,Uncommon,Tier 3,2.2,25,0,960,6.2,178,232,Slashing,,Bleed Damage,Blessed by the gods,28.8
952,Light Club,Weapon,10,Common,Tier 1,1,10,0,50,2.5,79,112,Piercing,,Critical +10%,Surprisingly lightweight,10
953,Silver Bow,Weapon,10,Common,Tier 1,1,10,0,50,2.5,94,121,Slashing,,,Imbued with magical energy,10
954,Infinity,Weapon,42,Legendary,Tier 5,4,80,0,78750,16.2,374,568,Slashing,,+5 Fire Damage,Holds mysterious power,160
955,Holy Halberd,Weapon,5,Common,Tier 1,1,10,0,25,2,72,98,Slashing,,+10 Poison Damage,Marked with runes,10
956,Ethereal Cap,Armor,43,Rare,Tier 5,4,0,43,14513,14.2,367,417,,Medium,Magic Resist 15%,Found in ancient ruins,58.1
957,Chain Cloak of the Paladin,Armor,40,Rare,Tier 4,3,0,32,7200,11.2,245,388,,Heavy,,Battle-tested and true,43.2
958,Celestial Flail,Weapon,26,Common,Tier 3,2.2,22,0,520,5.9,217,226,Piercing,,,Decorated with jewels,22
959,Golden Longbow,Weapon,49,Common,Tier 5,4,40,0,3675,10.9,203,306,Bludgeoning,,+10 Fire Damage,Perfectly balanced,40
960,Steel Halberd of Strength,Weapon,24,Uncommon,Tier 3,2.2,25,0,960,6.2,210,263,Slashing,,Vampiric,Bears a royal crest,28.8
961,Crystal Club,Weapon,27,Common,Tier 3,2.2,22,0,540,6,173,223,Slashing,,+10 Poison Damage,Found in ancient ruins,22
962,Ancient Bow,Weapon,19,Common,Tier 2,1.5,15,0,190,4.2,111,157,Slashing,,Armor Penetration +15%,Blessed by the gods,15
963,Flame Halberd,Weapon,3,Common,Tier 1,1,10,0,15,1.8,60,71,Slashing,,Lifesteal 10%,Masterwork quality,10
964,Apocalypse,Weapon,40,Legendary,Tier 4,3,60,0,40000,13,632,703,Piercing,,,Surprisingly sturdy,120
965,Arcane Helm,Armor,23,Uncommon,Tier 3,2.2,0,20,920,6.8,147,215,,Heavy,Dodge +10%,Rumored to be cursed,23
966,Holy Leggings of the Guardian,Armor,48,Epic,Tier 5,4,0,51,36000,16.6,507,512,,Light,Cannot be Disarmed,Forged in dragon fire,81.6
967,Demon Trident of the Void,Weapon,42,Epic,Tier 5,4,64,0,31500,13.8,394,509,Piercing,,,Bears a royal crest,102.4
968,Divine Vambraces,Armor,46,Legendary,Tier 5,4,0,64,86250,19.7,510,583,,Heavy,,Found in ancient ruins,128
969,Supreme Breastplate,Armor,41,Legendary,Tier 5,4,0,64,76875,19.3,499,607,,Light,Movement Speed +15%,Legendary artifact of power,128
970,Thunder Longsword,Weapon,11,Common,Tier 2,1.5,15,0,110,3.4,82,108,Bludgeoning,,Ignore Dodge,Recovered from a great battle,15
971,Crystal Trident,Weapon,4,Rare,Tier 1,1,14,0,90,2.5,183,231,Piercing,,Double Strike 5%,Forged by skilled hands,18.9
972,Dragon Sword,Weapon,36,Uncommon,Tier 4,3,35,0,2880,8.9,254,284,Slashing,,+5 Lightning Damage,Glows with inner light,40.3
973,Orcish Greaves,Armor,12,Uncommon,Tier 2,1.5,0,14,240,4.5,193,198,,Heavy,Dodge +5%,Worn by many warriors,16.1
974,Golden Mace,Weapon,11,Uncommon,Tier 2,1.5,17,0,220,3.7,194,199,Slashing,,,Fitted for comfort,19.6
975,Cursed Warhammer of the Ancients,Weapon,13,Epic,Tier 2,1.5,24,0,1300,4.9,232,317,Bludgeoning,,Armor Penetration +15%,Perfectly balanced,38.4
976,Dark Longbow,Weapon,36,Rare,Tier 4,3,41,0,6480,9.8,366,396,Slashing,,,Battle-tested and true,55.4
977,Rusty Lance,Weapon,32,Rare,Tier 4,3,41,0,5760,9.4,228,314,Slashing,,+10 Lightning Damage,Masterwork quality,55.4
978,Thunder Bow,Weapon,16,Rare,Tier 2,1.5,20,0,720,4.6,300,328,Piercing,,+15 Fire Damage,Forged by skilled hands,27
979,Iron Morning Star of the Warrior,Weapon,45,Epic,Tier 5,4,64,0,33750,14.1,504,513,Slashing,,Knockback,Rumored to be cursed,102.4
980,Runic Hood of the Protector,Armor,5,Rare,Tier 1,1,0,11,113,3.2,188,250,,Medium,Health Regen +10,Never dulls,14.9
981,Shadow Halberd of the Phoenix,Weapon,40,Uncommon,Tier 4,3,35,0,3200,9.3,213,332,Bludgeoning,,+10 Ice Damage,Shows signs of age,40.3
982,Scale Cuirass,Armor,19,Common,Tier 2,1.5,0,12,190,4.5,119,174,,Light,Ice Resist 50%,Worn by many warriors,12
983,Frost Longbow,Weapon,15,Common,Tier 2,1.5,15,0,150,3.8,115,128,Piercing,,Extra Damage vs Demons,Crafted with care,15
984,Steel Morning Star,Weapon,39,Common,Tier 4,3,30,0,1560,8.4,252,292,Bludgeoning,,Extra Damage vs Demons,Rumored to be cursed,30
985,Chain Tunic,Armor,41,Common,Tier 5,4,0,32,3075,11.3,166,260,,Light,Fire Resist 50%,Holds mysterious power,32
986,Obsidian Greatsword,Weapon,13,Common,Tier 2,1.5,15,0,130,3.6,111,160,Piercing,,+10 Ice Damage,Bears a royal crest,15
987,Cursed Shortbow of Might,Weapon,23,Uncommon,Tier 3,2.2,25,0,920,6.1,201,252,Bludgeoning,,+10 Ice Damage,Never dulls,28.8
988,Thunder Shortbow of the Mage,Weapon,17,Epic,Tier 2,1.5,24,0,1700,5.3,312,406,Slashing,,+5 Ice Damage,Imbued with magical energy,38.4
989,Orcish Gloves,Armor,45,Rare,Tier 5,4,0,43,15188,14.4,243,402,,Medium,Reflect 10%,Fitted for comfort,58.1
990,Oblivion,Weapon,40,Legendary,Tier 4,3,60,0,40000,13,603,607,Piercing,,Cannot be Blocked,Glows with inner light,120
991,Frost Cleaver of the Mage,Weapon,20,Uncommon,Tier 2,1.5,17,0,400,4.6,204,239,Bludgeoning,,+15 Lightning Damage,Surprisingly lightweight,19.6
992,Demon Hide Mantle of the Mountain,Armor,30,Epic,Tier 3,2.2,0,28,6000,9.4,380,435,,Medium,+10 Health,Forged in dragon fire,44.8
993,Ethereal Lance,Weapon,34,Common,Tier 4,3,30,0,1360,7.9,269,270,Piercing,,+5 Poison Damage,Rumored to be cursed,30
994,Light Boots of Defense,Armor,42,Epic,Tier 5,4,0,51,31500,16.1,393,506,,Light,Health Regen +10,Imbued with magical energy,81.6
995,Royal Cape of Reflection,Armor,14,Epic,Tier 2,1.5,0,19,1400,5.9,233,371,,Light,Ice Resist 50%,Recovered from a great battle,30.4
996,Cursed Bow,Weapon,2,Rare,Tier 1,1,14,0,45,2.3,154,205,Bludgeoning,,Critical +15%,Once wielded by a hero,18.9
997,Ancient Gauntlets of Endurance,Armor,23,Rare,Tier 3,2.2,0,24,2070,7.8,189,308,,Heavy,Dodge +5%,Simple but effective,32.4
998,Steel Lance,Weapon,32,Rare,Tier 4,3,41,0,5760,9.4,226,355,Bludgeoning,,Extra Damage vs Demons,Battle-tested and true,55.4
999,Spectral Hatchet,Weapon,14,Rare,Tier 2,1.5,20,0,630,4.4,158,226,Bludgeoning,,+15 Ice Damage,Once wielded by a hero,27
1000,Rusty Scepter of the Dragon,Weapon,18,Uncommon,Tier 2,1.5,17,0,360,4.4,154,206,Slashing,,Extra Damage vs Demons,Forged by skilled hands,19.6
